Date,maxAT,meanAT,minAT,meanRH,maxRH,minRH,meanDP,meanLW,meanSM,meanST,meanRF,Foci,meanAT_lag1,meanAT_roll3,meanAT_roll7,meanRH_lag1,meanRH_roll3,meanRH_roll7,meanLW_lag1,meanLW_roll3,meanLW_roll7,meanDP_lag1,meanDP_roll3,meanDP_roll7,meanSM_lag1,meanSM_roll3,meanSM_roll7,meanST_lag1,meanST_roll3,meanST_roll7,meanRF_lag1,meanRF_roll3,meanRF_roll7,Foci_lag1,Foci_lag2,Foci_roll3,AT_range,temp_humidity,dewpoint_diff,leafwet_humidity
2020-05-26,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996094,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0,0.5474568477645727,,,,,,,,,,,,,,,,,,,,,,,,,10.946016311645499,1523.2650871764101,4.352418899536202,2328.589724429415
2020-05-27,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0,0.7141411997736283,19.6259212493897,,,77.6149597167969,,,30.0018157958984,,,15.2735023498535,,,0.338025122880936,,,17.9070129394531,,,0.0,,,0.5474568477645727,,,9.768009185790998,1632.5968377265933,3.7175025939941015,1204.1111376137992
2020-05-28,25.108003616333,21.9210872650147,19.0340023040772,85.8570251464844,92.2080383300781,76.0341339111328,19.3938369750977,64.6046524047852,0.330839216709137,19.6954975128174,0.165833155314128,0.7668965761177146,20.2963371276855,20.6144485473633,,80.4380035400391,81.30332946777348,,14.9694309234619,36.5252997080485,,16.5788345336914,17.082057952880866,,0.328306764364243,0.332390367984772,,18.7269287109375,18.776479721069332,,0.0,0.05527771843804267,,0.7141411997736283,0.5474568477645727,,6.074001312255799,1882.0793405506463,2.527250289917003,5546.763266097527
2020-05-29,28.8340072631836,24.0827484130859,20.8760032653809,81.5900573730469,94.0824432373047,60.4883689880371,20.5842514038086,42.007942199707,0.352296769618988,20.9905643463135,0.21416715780894,0.974030843237126,21.9210872650147,22.1000576019287,,85.8570251464844,82.62836201985681,,64.6046524047852,40.52734184265137,,19.3938369750977,18.852307637532565,,0.330839216709137,0.33714758356412267,,19.6954975128174,19.8043301900228,,0.165833155314128,0.12666677104102267,,0.7668965761177146,0.7141411997736283,0.6761648745519718,7.958003997802702,1964.9128247243327,3.4984970092772976,3427.4304141977327
2020-06-01,21.0939979553223,16.0777454376221,10.0439901351929,41.5672836303711,54.4279327392578,30.7790870666504,2.71557140350342,2.50002527236938,0.307255983352661,15.700704574585,0.002500025400271,3.8311509620826247,24.0827484130859,20.693860371907565,,81.5900573730469,69.6714553833008,,42.007942199707,36.37087329228719,,20.5842514038086,14.231219927469906,,0.352296769618988,0.330130656560262,,20.9905643463135,18.795588811238634,,0.21416715780894,0.12750011284111298,,0.974030843237126,0.7668965761177146,0.8183562063761562,11.050007820129402,668.3082047425427,13.362174034118679,103.91925957967378
2020-06-03,27.10400390625,21.85325050354,16.4839954376221,74.0686264038086,90.0240631103516,61.1693801879883,16.9086666107178,28.4419822692871,0.307415992021561,19.5022373199463,0.307500958442688,2.6327709394453875,16.0777454376221,20.671248118082662,,41.5672836303711,65.7419891357422,,2.50002527236938,24.316649913787828,,2.71557140350342,13.40282980600994,,0.307255983352661,0.32232291499773663,,15.700704574585,18.731168746948267,,0.002500025400271,0.17472271388396632,,3.8311509620826247,0.974030843237126,1.857359460479155,10.620008468627901,1618.6402472555462,4.944583892822202,2106.658558887574
2020-06-05,26.7439975738525,23.1074142456055,20.7800006866455,84.4837341308594,92.5049362182617,68.4930419921875,20.2586669921875,80.076286315918,0.368651002645493,21.9815101623535,1.14583357175191,6.95871179966044,21.85325050354,20.346136728922534,20.994929177420488,74.0686264038086,66.70654805501304,75.08852713448664,28.4419822692871,37.006097952524826,37.51459074020386,16.9086666107178,13.294301668802907,15.959047181265703,0.307415992021561,0.3277743260065717,0.33325583594185987,19.5022373199463,19.061484018961597,19.21492222377233,0.307500958442688,0.48527818519828964,0.2622621241025624,2.6327709394453875,3.8311509620826247,2.4793175815883792,5.963996887206999,1952.2006415773683,2.8487472534180007,6765.143683300591
2020-06-07,24.1499996185303,20.8923301696777,17.0859928131104,49.9118385314941,64.5884552001953,40.1527404785156,9.82474327087402,0.0,0.366926789283752,20.6034545898438,0.0,16.972237549518955,23.1074142456055,21.9509983062744,21.175844737461627,84.4837341308594,69.48806635538737,71.1309383937291,80.076286315918,36.17275619506837,33.22861705507551,20.2586669921875,15.664025624593108,15.180653027125777,0.368651002645493,0.3476645946502687,0.3373846454279764,21.9815101623535,20.695734024047866,19.600128173828146,1.14583357175191,0.4844448433981993,0.2622621241025624,6.95871179966044,2.6327709394453875,4.474211233729484,7.064006805419897,1042.774609975616,11.067586898803679,0.0
2020-06-09,30.9420051574707,24.140998840332,15.671989440918,56.0779533386231,80.1191940307617,37.5457916259766,14.1981611251831,0.0,0.321023464202881,21.1645774841309,0.0,19.943198217317477,20.8923301696777,22.713581085205067,21.725082124982556,49.9118385314941,63.49117533365887,67.65093122209824,0.0,26.69209543863933,31.090126923152383,9.82474327087402,14.760523796081541,14.840556825910307,0.366926789283752,0.3522004187107087,0.3363441739763533,20.6034545898438,21.2498474121094,19.948363712855773,0.0,0.3819445239173033,0.2622621241025624,16.972237549518955,6.95871179966044,8.854573429541594,15.270015716552699,1353.777806515892,9.9428377151489,0.0
2020-06-12,29.0559978485107,24.4547462463379,19.3179950714111,54.001251220703104,90.6618041992188,29.0187339782715,13.5084095001221,0.359341561794281,0.3504558801651,22.9142112731934,0.0,20.04371109224675,24.140998840332,23.162691752115865,22.08703340802873,56.0779533386231,53.3303476969401,63.10010637555804,0.0,0.11978052059809367,21.91222537415368,14.1981611251831,12.510437965393074,13.999781472342363,0.321023464202881,0.34613537788391097,0.33914655447006226,21.1645774841309,21.560747782389367,20.408179964338053,0.0,0.0,0.2385716733434013,19.943198217317477,16.972237549518955,14.624715855498957,9.738002777099599,1320.5868955870392,10.9463367462158,19.404893952492777
