Date,maxAT,meanAT,minAT,meanRH,maxRH,minRH,meanDP,meanLW,meanSM,meanST,meanRF,Foci,meanAT_5d,meanRH_5d,meanLW_5d,meanDP_5d,meanSM_5d,meanST_5d,meanRF_5d,temp_humidity_5d,leafwet_humidity_5d,dewpoint_diff_5d,Foci_lag1
2008-05-04,24.92,17.52,11.14,51.26,85.18,21.22,7.772000000000001,1.28,59.39000000000001,17.81,0.13,0.0,16.858,52.184000000000005,1.464,7.2947999999999995,80.29400000000001,17.609999999999996,0.08,879.717872,76.39737600000001,9.563200000000002,0.0
2008-05-05,24.98,17.07,9.62,55.27,92.52,22.600000000000005,8.124,1.79,44.580000000000005,17.97,0.13,0.0,17.426,50.902,1.2440000000000002,7.606400000000001,78.34,17.663999999999998,0.1,887.018252,63.322088000000015,9.819599999999998,0.0
2008-05-06,23.76,16.29,9.02,59.53,95.94,28.7,8.196,2.3,28.78,17.95,0.15,0.0,17.792,51.28000000000001,1.1620000000000001,8.047999999999998,70.97200000000001,17.827999999999996,0.12,912.3737600000002,59.58736000000002,9.744000000000003,0.0
2008-05-07,23.2,16.61,9.96,69.6,97.71999999999998,44.76,10.53,3.6300000000000003,28.94,18.19,0.06,0.0,17.568,52.529999999999994,1.3679999999999999,8.074,58.07800000000001,17.887999999999998,0.138,922.84704,71.86103999999999,9.494000000000002,0.0
2008-05-08,24.56,18.18,11.520000000000001,75.6,98.48,50.02,13.300000000000002,3.7099999999999995,28.64,18.92,0.06,0.3333333333333333,17.169999999999998,56.61199999999999,1.866,8.4924,46.88600000000001,17.942,0.12000000000000002,972.0280399999997,105.63799199999998,8.677599999999998,0.0
2008-05-09,24.64,19.27,13.86,79.41,98.48,56.84,15.152,3.5400000000000005,26.820000000000004,19.68,0.06,1.8333333333333333,17.133999999999997,62.251999999999995,2.542,9.584399999999999,38.06600000000001,18.168,0.10600000000000001,1066.6257679999997,158.24458399999997,7.549599999999998,0.3333333333333333
2008-05-10,24.98,19.53,15.22,80.01,98.64,56.0,15.532000000000002,3.8800000000000003,23.75,20.05,0.06,2.1666666666666665,17.484,67.88199999999999,2.994,11.0604,31.55200000000001,18.542,0.092,1186.848888,203.23870799999997,6.423600000000002,1.8333333333333333
2008-05-11,23.88,17.92,13.020000000000001,74.62,97.83999999999999,49.080000000000005,12.844,3.6,22.33,19.63,0.02,0.8333333333333334,17.976,72.83,3.412,12.542,27.386000000000003,18.958000000000002,0.07799999999999999,1309.1920799999998,248.49596,5.433999999999999,2.1666666666666665
2008-05-12,24.899999999999995,17.49,11.14,66.92,97.94,36.08,10.874,2.86,24.78,19.43,0.0,0.0,18.302,75.848,3.6719999999999997,13.4716,26.096000000000004,19.294,0.052000000000000005,1388.170096,278.513856,4.830399999999999,0.8333333333333334
2008-05-13,25.52,18.09,11.800000000000002,64.46,95.18,35.64,10.982,2.7000000000000006,30.59,19.53,0.0,0.0,18.478,75.31199999999998,3.518,13.5404,25.264000000000003,19.542,0.039999999999999994,1391.615136,264.9476159999999,4.9376000000000015,0.0
2008-05-14,24.820000000000004,17.55,11.520000000000001,62.28,93.54,33.8,10.006,2.38,39.08,19.33,0.0,0.0,18.46,73.084,3.3160000000000003,13.0768,25.654000000000003,19.664,0.027999999999999997,1349.13064,242.34654400000002,5.3832,0.0
2008-05-15,23.3,16.69,10.9,63.65,93.56,34.64,9.42,2.55,41.24,18.92,0.16,0.0,18.116,69.65799999999999,3.0840000000000005,12.0476,28.106000000000005,19.594,0.016,1261.9243279999998,214.82527199999998,6.0684000000000005,0.0
2008-05-16,24.28,17.57,11.42,66.61,94.58,35.36,10.892000000000001,3.49,40.57,19.15,0.17,0.0,17.548,66.386,2.818,10.825199999999999,31.604000000000003,19.368000000000002,0.036,1164.9415279999998,187.075748,6.722799999999999,0.0
2008-05-17,25.08,18.3,12.160000000000002,67.48,94.48,34.94,11.796,3.56,37.28,19.57,0.17,0.0,17.478,64.78399999999999,2.7960000000000003,10.4348,35.251999999999995,19.272,0.06600000000000002,1132.294752,181.136064,7.043200000000002,0.0
2008-05-18,25.62,18.17,10.96,65.04,97.40000000000002,27.320000000000004,11.178000000000003,4.42,31.83,19.85,0.17,0.0,17.64,64.896,2.9360000000000004,10.6192,37.75200000000001,19.3,0.1,1144.7654400000001,190.53465600000004,7.020800000000001,0.0
2008-05-19,28.320000000000004,20.04,12.42,60.580000000000005,97.42,24.5,12.156,4.25,25.97,20.4,0.17,0.0,17.656,65.012,3.28,10.6584,38.00000000000001,19.363999999999997,0.134,1147.851872,213.23935999999998,6.9975999999999985,0.0
2008-05-20,29.16,21.16,13.12,57.37,97.02,21.679999999999996,12.634,4.09,28.5,21.17,0.01,0.0,18.154000000000003,64.672,3.654000000000001,11.0884,35.378,19.578,0.168,1174.0554880000002,236.31148800000005,7.065600000000003,0.0
2008-05-21,29.64,21.7,13.64,57.19,96.76,24.600000000000005,13.138,3.81,28.47,21.5,0.01,0.0,19.048000000000002,63.416,3.9620000000000006,11.731200000000001,32.83,20.028,0.138,1207.947968,251.25419200000002,7.316800000000001,0.0
2008-05-22,29.7,22.78,15.58,58.70000000000001,94.16000000000001,31.06,14.520000000000001,2.98,29.03,21.89,0.01,0.0,19.874000000000002,61.532000000000004,4.026,12.1804,30.410000000000004,20.498,0.10600000000000001,1222.8869680000003,247.727832,7.693600000000002,0.0
2008-05-23,29.320000000000004,23.52,17.56,63.79999999999999,93.08,41.92,16.28,2.36,29.64,22.27,0.01,0.6666666666666666,20.77,59.775999999999996,3.91,12.725200000000001,28.76,20.962,0.07400000000000002,1241.5475199999998,233.72415999999998,8.044799999999999,0.0
2008-05-24,28.02,23.23,17.42,72.12,94.33999999999999,51.76,17.654,2.62,28.38,22.48,0.02,0.3333333333333333,21.84,59.528,3.4979999999999998,13.745600000000001,28.322000000000003,21.446,0.04200000000000001,1300.09152,208.22894399999998,8.094399999999998,0.6666666666666666
