Date,Damage,Foci,maxAT,meanAT,minAT,meanRH,maxRH,minRH,meanDP,meanLW,meanSM,meanST,meanRF
2020-05-26,76.0,0.4301075268817200,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,47.885,0.270996038483305,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,115.0,0.6508205998868140,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,134.0,0.758347481607244,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,0.0,0.0,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,0.0,0.0,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,297.0,1.6808149405772500,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-26,104.0,0.588568194680249,25.4640159606934,19.6259212493897,14.5179996490479,77.6149597167969,94.7188873291016,57.878074645996100,15.2735023498535,30.0018157958984,0.338025122880936,17.9070129394531,0.0
2020-05-27,105.975,0.5997453310696100,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,67.51,0.3820599886813810,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,104.405,0.5908602150537640,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,173.485,0.9818053197509900,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,124.03,0.7019241652518390,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,39.25,0.2221279003961520,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,327.345,1.852546689303910,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-27,67.51,0.3820599886813810,25.8520088195801,20.2963371276855,16.0839996337891,80.4380035400391,94.363037109375,58.7789306640625,16.5788345336914,14.9694309234619,0.328306764364243,18.7269287109375,0.0
2020-05-28,145.225,0.8218732314657610,25.108003616333,21.9210872650147,19.0340023040772,85.8570251464844,92.2080383300781,76.0341339111328,19.3938369750977,64.6046524047852,0.330839216709137,19.6954975128174,0.165833155314128
2020-05-28,87.135,0.4931239388794570,25.108003616333,21.9210872650147,19.0340023040772,85.8570251464844,92.2080383300781,76.0341339111328,19.3938369750977,64.6046524047852,0.330839216709137,19.6954975128174,0.165833155314128
2020-05-28,106.76,0.6041878890775330,25.108003616333,21.9210872650147,19.0340023040772,85.8570251464844,92.2080383300781,76.0341339111328,19.3938369750977,64.6046524047852,0.330839216709137,19.6954975128174,0.165833155314128
2020-05-28,203.315,1.1506225240520700,25.108003616333,21.9210872650147,19.0340023040772,85.8570251464844,92.2080383300781,76.0341339111328,19.3938369750977,64.6046524047852,0.330839216709137,19.6954975128174,0.165833155314128
2020-05-28,154.645,0.8751839275608380,25.108003616333,21.9210872650147,19.0340023040772,85.8570251464844,92.2080383300781,76.0341339111328,19.3938369750977,64.6046524047852,0.330839216709137,19.6954975128174,0.165833155314128
